Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1963","1963","tonnes","450","F","FAO estimate"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1964","1964","tonnes","400","F","FAO estimate"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1965","1965","tonnes","324","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1966","1966","tonnes","389","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1967","1967","tonnes","491","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1968","1968","tonnes","339","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1969","1969","tonnes","680","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1970","1970","tonnes","610","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1971","1971","tonnes","425","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1972","1972","tonnes","380","F","FAO estimate"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1973","1973","tonnes","400","F","FAO estimate"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1974","1974","tonnes","400","F","FAO estimate"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1975","1975","tonnes","400","F","FAO estimate"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1976","1976","tonnes","450","F","FAO estimate"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1977","1977","tonnes","500","F","FAO estimate"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1978","1978","tonnes","600","F","FAO estimate"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1979","1979","tonnes","600","F","FAO estimate"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1980","1980","tonnes","620","F","FAO estimate"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1981","1981","tonnes","650","F","FAO estimate"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1982","1982","tonnes","688","*","Unofficial figure"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1983","1983","tonnes","600","F","FAO estimate"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1984","1984","tonnes","500","F","FAO estimate"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1985","1985","tonnes","484","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1986","1986","tonnes","645","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1987","1987","tonnes","531","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1988","1988","tonnes","413","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1989","1989","tonnes","541","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1990","1990","tonnes","393","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1991","1991","tonnes","363","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1992","1992","tonnes","238","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1993","1993","tonnes","132","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1994","1994","tonnes","150","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1995","1995","tonnes","450","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1996","1996","tonnes","705","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1997","1997","tonnes","633","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1998","1998","tonnes","805","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","1999","1999","tonnes","906","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","2000","2000","tonnes","1076","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","2001","2001","tonnes","1183","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","2002","2002","tonnes","1232","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","2003","2003","tonnes","1235","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","2004","2004","tonnes","1990","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","2005","2005","tonnes","1816","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","2006","2006","tonnes","2114","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","2007","2007","tonnes","2071","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","2008","2008","tonnes","2517","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","2009","2009","tonnes","2780","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","2010","2010","tonnes","2886","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","2011","2011","tonnes","2898","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","2012","2012","tonnes","3000","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","2013","2013","tonnes","3000","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","2014","2014","tonnes","3100","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","2015","2015","tonnes","3200","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","2016","2016","tonnes","3923","","Official data"
"QL","Livestock Primary","3","Albania","5510","Production","1182","Honey, natural","2017","2017","tonnes","3614","","Official data"
"QL","Livestock Primary","4","Algeria","5314","Prod Popultn","1182","Honey, natural","1990","1990","No","0","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1961","1961","tonnes","","M","Data not available"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1962","1962","tonnes","","M","Data not available"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1963","1963","tonnes","","M","Data not available"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1964","1964","tonnes","","M","Data not available"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1965","1965","tonnes","","M","Data not available"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1966","1966","tonnes","","M","Data not available"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1967","1967","tonnes","","M","Data not available"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1968","1968","tonnes","","M","Data not available"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1969","1969","tonnes","","M","Data not available"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1970","1970","tonnes","","M","Data not available"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1971","1971","tonnes","1120","F","FAO estimate"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1972","1972","tonnes","1200","F","FAO estimate"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1973","1973","tonnes","1200","F","FAO estimate"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1974","1974","tonnes","1200","F","FAO estimate"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1975","1975","tonnes","1200","F","FAO estimate"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1976","1976","tonnes","1220","F","FAO estimate"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1977","1977","tonnes","1200","F","FAO estimate"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1978","1978","tonnes","1200","F","FAO estimate"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1979","1979","tonnes","1200","F","FAO estimate"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1980","1980","tonnes","1200","F","FAO estimate"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1981","1981","tonnes","1200","F","FAO estimate"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1982","1982","tonnes","1200","F","FAO estimate"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1983","1983","tonnes","1220","F","FAO estimate"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1984","1984","tonnes","1230","F","FAO estimate"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1985","1985","tonnes","1300","F","FAO estimate"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1986","1986","tonnes","1120","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1987","1987","tonnes","2018","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1988","1988","tonnes","640","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1989","1989","tonnes","1200","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1990","1990","tonnes","500","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1991","1991","tonnes","2000","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1992","1992","tonnes","1132","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1993","1993","tonnes","1800","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1994","1994","tonnes","2800","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1995","1995","tonnes","1800","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1996","1996","tonnes","2500","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1997","1997","tonnes","1100","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1998","1998","tonnes","1500","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","1999","1999","tonnes","1183","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","2000","2000","tonnes","1054","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","2001","2001","tonnes","1639","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","2002","2002","tonnes","1950","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","2003","2003","tonnes","2100","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","2004","2004","tonnes","2800","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","2005","2005","tonnes","2991","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","2006","2006","tonnes","2500","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","2007","2007","tonnes","2959","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","2008","2008","tonnes","3312","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","2009","2009","tonnes","4002","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","2010","2010","tonnes","4880","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","2011","2011","tonnes","4752","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","2012","2012","tonnes","5320","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","2013","2013","tonnes","6147","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","2014","2014","tonnes","5714","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","2015","2015","tonnes","6427","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","2016","2016","tonnes","7132","","Official data"
"QL","Livestock Primary","4","Algeria","5510","Production","1182","Honey, natural","2017","2017","tonnes","6123","","Official data"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1961","1961","tonnes","2000","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1962","1962","tonnes","2000","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1963","1963","tonnes","2000","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1964","1964","tonnes","2000","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1965","1965","tonnes","2000","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1966","1966","tonnes","2000","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1967","1967","tonnes","1800","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1968","1968","tonnes","1650","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1969","1969","tonnes","1600","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1970","1970","tonnes","1600","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1971","1971","tonnes","1500","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1972","1972","tonnes","1400","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1973","1973","tonnes","1500","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1974","1974","tonnes","1500","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1975","1975","tonnes","1500","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1976","1976","tonnes","1500","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1977","1977","tonnes","1500","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1978","1978","tonnes","1600","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1979","1979","tonnes","1600","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1980","1980","tonnes","1600","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1981","1981","tonnes","1600","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1982","1982","tonnes","1700","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1983","1983","tonnes","1700","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1984","1984","tonnes","1700","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1985","1985","tonnes","1800","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1986","1986","tonnes","1800","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1987","1987","tonnes","1800","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1988","1988","tonnes","1900","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1989","1989","tonnes","1900","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1990","1990","tonnes","1900","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1991","1991","tonnes","2000","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1992","1992","tonnes","2000","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1993","1993","tonnes","2100","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1994","1994","tonnes","2100","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1995","1995","tonnes","2200","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1996","1996","tonnes","2300","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1997","1997","tonnes","2300","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1998","1998","tonnes","2200","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","1999","1999","tonnes","2200","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","2000","2000","tonnes","2300","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","2001","2001","tonnes","2300","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","2002","2002","tonnes","2300","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","2003","2003","tonnes","2300","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","2004","2004","tonnes","2300","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","2005","2005","tonnes","2300","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","2006","2006","tonnes","2300","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","2007","2007","tonnes","2300","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","2008","2008","tonnes","2300","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","2009","2009","tonnes","2300","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","2010","2010","tonnes","2300","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","2011","2011","tonnes","2300","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","2012","2012","tonnes","2300","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","2013","2013","tonnes","2300","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","2014","2014","tonnes","2301","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","2015","2015","tonnes","2309","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","2016","2016","tonnes","2306","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","7","Angola","5510","Production","1183","Beeswax","2017","2017","tonnes","2307","Im","FAO data based on imputation methodology"
"QL","Livestock Primary","7","Angola","5510","Production","1182","Honey, natural","1961","1961","tonnes","20000","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1182","Honey, natural","1962","1962","tonnes","20000","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1182","Honey, natural","1963","1963","tonnes","20000","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1182","Honey, natural","1964","1964","tonnes","20000","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1182","Honey, natural","1965","1965","tonnes","20000","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1182","Honey, natural","1966","1966","tonnes","20000","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1182","Honey, natural","1967","1967","tonnes","18000","F","FAO estimate"
"QL","Livestock Primary","7","Angola","5510","Production","1182","Honey, natural","1968","1968","tonnes","16488","","Official data"
"QL","Livestock Primary","7","Angola","5510","Production","1182","Honey, natural","1969","1969","tonnes","15575","","Official data"
"QL","Livestock Primary","7","Angola","5510","Production","1182","Honey, natural","1970","1970","tonnes","16263","","Official data"
"QL","Livestock Primary","7","Angola","5510","Production","1182","Honey, natural","1971","1971","tonnes","15367","","Official data"
